Loading ...



file changed,removing cache [04b916889d1e01190c127aaea25102b8 != None]
len fTblCache: 0
len virtualOffs: 5095
end: 264085504


"Name","FunctionTable offset","FunctionTable Store offset"
"uEpv",0x0000000142e96c88,0x0000000144825f90
"ClangTest",0x00000000e6954a90,
"rEffectProvider::CorrectColor",0x0000000142e98b60,0x0000000144826678
"nActOtomo::DigWarp",0x0000000142d11258,0x0000000143b02670
"rCnsNBIK",0x0000000142d9bae8,0x0000000143b28ad0
"rAIWayPoint::Node",0x0000000142e94dd0,0x0000000144825808
"uGmFishBase",0x0000000142e02548,0x0000000143b401c8
"cpEmAreaEffectCtrl",0x0000000142b21898,0x0000000143a39218
"cpLookAt",0x0000000142c64390,0x0000000143a96dd0
"cEmAirIvyTrapParam",0x0000000142d9d1e8,0x0000000143b290f0
"rLegManager",0x0000000142da2fd8,0x0000000143b2a788
"uGUIItemShop",0x0000000142e1c490,0x0000000143b415a8
"rObjAppendParam",0x0000000142da51b0,0x0000000143b2af70
"nNpcAction::cActYokuryuStart",0x0000000142d839e0,0x0000000143b213a8
"nNetwork::Session",0x0000000142eab340,0x000000014482a638
"cpOtomoCombineLensCtrl",0x0000000142b60500,0x0000000143a48248
"sCollision::ScrCollisionInfoBase",0x0000000142eef0f8,0x00000001448322c8
"cGUIInstance",0x0000000142e8e788,0x00000001448245e0
"uGUIMeetingMap",0x0000000142c2a1f8,0x0000000143a93020
"nHmAction::Bust::cActNpcHitGesture",0x0000000142d49320,0x0000000143b10800
"nNpcAI::FollowBehavior",0x0000000142d88be0,0x0000000143b22640
"cPacketEmActionGrap",0x0000000142d96160,0x0000000143b26fe0
"nEmDtTune::cCullingDistance",0x0000000142d26d00,0x0000000143b086f8
"cGUIHudGLanceBulletControl",0x0000000142b1b3c8,0x0000000143a37708
"cNpcTextVoice::TextVoiceData",0x0000000142c39e38,0x0000000143a944b8
"sWwiseBgmManager::MoveVector",0x0000000142dbd5d8,0x0000000143b316b0
"uGUIGesture",0x0000000142e0fd40,0x0000000143b408e0
"uReactTrace",0x0000000142e444b8,0x0000000143b43ab0
"rAIPathBase::HierarchyArea",0x0000000142eee510,0x00000001448318b0
"rTableBase",0x0000000142ea24e0,0x0000000144828290
"cCoordParameter",0x0000000142c69730,0x0000000143a97fa0
"rEmOffset",0x0000000142d9e650,0x0000000143b296d8
"nActPugee::Sniffing",0x0000000142b59140,0x0000000143a47880
"nEffect::RenderTarget::Target",0x0000000142efaaf0,0x0000000144834f78
"nHmAction::Bust::cActSlingerMushiAmiModeStart",0x0000000142d49268,0x0000000143b10598
"nPlTransition::cTarzanConst",0x0000000142d8ac40,0x0000000143b23678
"cFSMQuestNpc",0x0000000142b2f698,0x0000000143a3adc8
"nHmAction::cActCreepSingleNoEndMotion",0x0000000142d33a18,0x0000000143b0a938
"nHmAction::Bust::cPickupTraceGet",0x0000000142d49350,0x0000000143b0fcd8
"nHmAction::cActThroughTreeIdle",0x0000000142d344b8,0x0000000143b0d5d8
"MtAllocator",0x0000000142e821d0,0x00000001448235a8
"cPacketPlRodInsectState",0x0000000142bee500,0x0000000143a8afd8
"cPacketQuestStaySession",0x0000000142bef1b0,0x0000000143a8b5f8
"cJointSymmetry",0x0000000142da1de0,0x0000000143b2a398
"nActEmCommon::AddMotionOnIdleFly",0x0000000142cf5808,0x0000000143afa520
"MtGeometry",0x0000000142e82020,0x0000000144823420
"rEmActionConvert",0x0000000142d9ce18,0x0000000143b29080
"uShellAirIvy::TopConstraint",0x0000000142e46330,0x0000000143b43f20
"rRodInsectData",0x0000000142bf6210,0x0000000143a8d620
"rSetObject::PresetData",0x0000000142da6d70,0x0000000143b2b718
"cZoneContentsFog",0x0000000142c6dd00,0x0000000143adf4a0
"nPlCamAct::cEquipShopOtomo",0x0000000142c60268,0x0000000143a95ff0
"nEmDtTune::cSmellTrace",0x0000000142d26798,0x0000000143b08688
"nTimelineParam::EffectParameterExtra",0x0000000142ea8848,0x00000001448296e0
"nModelPartsInfo::cPartsInfo",0x0000000142d7fbd0,0x0000000143b20760
"uGUIMenuOption",0x0000000142e1cd40,0x0000000143b41620
"uGimmickSpeedTree",0x0000000142df8ad8,0x0000000143b3f728
"uSdlAddonPad",0x0000000142e46028,0x0000000143b43e00
"nQuestFSM::MotionDirectionSet",0x0000000142d8fea0,0x0000000143b25dd8
"cZoneContentsCameraLookAt",0x0000000142c6d618,0x0000000143adf270
"cMovieDecoder",0x0000000142e93740,0x00000001448253b8
"nQuestFSM::TutorialData",0x0000000142d8f7a8,0x0000000143b24f68
"uGUIHudGauge::cHpControl",0x0000000142e11b50,0x0000000143b40b98
"cViewParamManager",0x0000000142c6c240,0x0000000143adea20
"cInterpolationParamTableElement",0x0000000142d9afe0,0x0000000143b288a0
"nHmAction::Bust::cActUseItemASkillMantleStart",0x0000000142d48e30,0x0000000143b104f0
"cOtomoParam",0x0000000142c3ace0,0x0000000143a94800
"nPlTransition::cOpenHunterNoteFromEggBaseAction",0x0000000142d89f68,0x0000000143b23790
"nActPugee::Carry",0x0000000142b592b0,0x0000000143a47b20
"nEffect::nTimelineParam::TypeMesh",0x0000000142e9f988,0x0000000144827b80
"nPlTransition::cSlingerShootBase",0x0000000142d8a7f8,0x0000000143b22f78
"ReflactionModifier",0x0000000142effcd0,0x0000000144836e38
"cGUIInstAutoAnimation",0x0000000142b33b18,0x0000000143a3b318
"nQuestFSM::SubtitleGUI",0x0000000142d903c0,0x0000000143b243d0
"cPacketQuestBoardLobbyIdSync",0x0000000142beeae0,0x0000000143a8b2b0
"nWwise::GameObjectInfo",0x0000000142eb9698,0x000000014482cad0
"nHmAction::cActEquipSelect",0x0000000142d31df8,0x0000000143b0e3a0
"cPacketQuestForfeit",0x0000000142d97930,0x0000000143b27bb0
"nActOtomo::ToTalkFriend",0x0000000142d110e8,0x0000000143b03a20
"cOtomoHoldActTbl",0x0000000142b212d8,0x0000000143a38f40
"nHmAction::cActUseItemSougankyouBegin",0x0000000142d32778,0x0000000143b0e1a8
"nCollision::cScrCollisionMoveMatrix",0x0000000142eed970,0x0000000144830b58
"cAIPathTrace",0x0000000142e9c5c8,0x00000001448274a8
"cEmFriendCallData",0x0000000142b15648,0x0000000143a35a78
"MtTree",0x0000000142e80278,0x000000014476ad80
"nHmAction::cActFishingCastFail",0x0000000142d32b28,0x0000000143b0ee58
"nPlTransition::cBigLeverForceEnd",0x0000000142d89568,0x0000000143b23d40
"uAINpcQuest",0x0000000142dc4360,0x0000000143b326c8
"nHmTransition::cFallTorrent",0x0000000142d4d238,0x0000000143b117d8
"rGUICharacterExtraction",0x0000000142e958e0,0x0000000144825ba0
"cAttackParamOt",0x0000000142b11da0,0x0000000143a34598
"nActEmCommon::TakeOffAdjustToGlideCombat",0x0000000142cf4d88,0x0000000143afbb00
"nChat::SystemMessage",0x0000000142d1ace8,0x0000000143b052e8
"cOtomoStealActTbl",0x0000000142b21438,0x0000000143a39020
"sWwiseSpacialData",0x0000000142dbdea0,0x0000000143b318e8
"nUmbra::Resource",0x0000000142efef38,0x00000001448368b8
"nEmDtTune::cAngryData",0x0000000142d268b8,0x0000000143b079d8
"nNpcAction::cActRunTurnStart",0x0000000142d84408,0x0000000143b21680
"nTimelineParam::SpeedTreeWindGenerator",0x0000000142d942f0,0x0000000143b26828
"nAISubsystem::cAIBehaviorEndEvaluateWithTimerParams",0x0000000142ea9fb0,0x000000014482a0a0
"sCollision::cSbcMoveResetReserveInfo",0x0000000142eedf40,0x00000001448315a0
"cEmSetterHolder",0x0000000142dac4a0,0x0000000143b2d588
"nPlTransition::cItemPresentSuccess",0x0000000142d89cd8,0x0000000143b23de8
"uGUIHudItemWindow",0x0000000142e13230,0x0000000143b40d10
"uLlkNullAngleSpotLight",0x0000000142e2fa58,0x0000000143b42438
"cZoneContentsEvZone",0x0000000142c6db18,0x0000000143adf3f8
"nQuestFSM::CheckQuestClear",0x0000000142d8f0b0,0x0000000143b25710
"sCollision::Sbc",0x0000000142eb1868,0x000000014482b7c0
"nAISubsystem::cAIBehaviorControllerParams",0x0000000142ea9ef0,0x000000014482a0e0
"sHavok::SystemImplement",0x0000000142eff390,0x0000000144836bc0
"nQuestFSM::GimmickMoveParam",0x0000000142d8f4b0,0x0000000143b25940
"nGraphicsOption::GraphicsOptionData",0x0000000142aa9ca8,0x0000000143a32d98
"nEmAI::Selector",0x0000000142c701d0,0x0000000143adfde8
"cEmSetter::PosSetData",0x0000000142dac4d0,0x0000000143b2ce88
"uOtomoOtasuke",0x0000000142e41178,0x0000000143b43700
"nHmAction::cActPugeeStrokeBegin",0x0000000142d36e80,0x0000000143b0f5c8
"nActEmCommon::CommonFall",0x0000000142cf5a50,0x0000000143afb080
"nQuestFSM::KeyTalkFSMParam",0x0000000142d8f1e8,0x0000000143b26158
"nQuestFSM::GetMonsterResearchPoint",0x0000000142d8fff8,0x0000000143b259e8
"nQuestFSM::NpcTalkSet",0x0000000142d8ee60,0x0000000143b24478
"cRemoteCall",0x0000000142ef6490,0x0000000144833ce8
"nActOtomo::DigWarpOnlyAppear",0x0000000142d12f88,0x0000000143b027c0
"cPacketRingSyncCheckStart",0x0000000142bef468,0x0000000143a8b748
"nPlCamAct::cYokuryuTaxi",0x0000000142c60560,0x0000000143a96258
"cTraderData",0x0000000142b61700,0x0000000143a48a28
"cNpcBasicDataXML",0x0000000142c397d0,0x0000000143a943d0
"cPacketSysSendGroup",0x0000000142d97e18,0x0000000143b27e18
"cVillageControl",0x0000000142c6c298,0x0000000143adea58
"cGUIInstButtonCtrl",0x0000000142b33e20,0x0000000143a3b350
"cGUISearchFilterResult",0x0000000142b38700,0x0000000143a3bd30
"cAmmo",0x0000000142b11550,0x0000000143a34168
"nHmTransition::cLandingTorrent",0x0000000142d4c038,0x0000000143b121b0
"uLlkHemiSphereLight",0x0000000142e300d8,0x0000000143b424b8
"uGUIHudItemRingShortcutPC",0x0000000142c1f4b0,0x0000000143a92818
"nQuestFSM::CountSet",0x0000000142d8e6b8,0x0000000143b24638
"uScheduler",0x0000000142e8f120,0x0000000144824830
"nHmAction::Bust::cTraceFound",0x0000000142d48d88,0x0000000143b10058
"nActOtomo::TalkStandEnd",0x0000000142d105e8,0x0000000143b03be0
"nHmAction::cActWallSlidingFall",0x0000000142d33d00,0x0000000143b0b118
"cDLCItemData",0x0000000142b13690,0x0000000143a35258
"nQuestFSM::DisableSet",0x0000000142d8faa8,0x0000000143b24948
"nActEmCommon::NaviMove",0x0000000142cf5f68,0x0000000143afa1a0
"rEmPartsBreakCtrl",0x0000000142d9e770,0x0000000143b297b8
"cpNpcCombineArmorCtrl",0x0000000142c660d8,0x0000000143a970e0
"uGUIHudStartMenuIcon",0x0000000142c20038,0x0000000143a928c0
"cPacketEmDifficultyWave",0x0000000142beb530,0x0000000143a898e0
"cpAnimationLayer",0x0000000142e914a0,0x0000000144824bb0
"sCollision::cSbcRegistReserveInfo",0x0000000142eedf58,0x00000001448315d8
"nAI::LocalPropertyList",0x0000000142ef30f8,0x0000000144833118
"rStoryOtomoTalk",0x0000000142bf66e0,0x0000000143a8d770
"uScrollCollisionSbc",0x0000000142ea3520,0x00000001448285a0
"cIconData",0x0000000142d77450,0x0000000143b1f460
"nEmAction::cFlySetting",0x0000000142c6e8a0,0x0000000143adf918
"cHumanControllerPlView",0x0000000142b1f8d0,0x0000000143a383a0
"nHmAction::cActEggSitWalk",0x0000000142d338d0,0x0000000143b0a708
"nHmAction::cActCampRest",0x0000000142d32860,0x0000000143b0e3d8
"cPanelTutorial",0x0000000142b21578,0x0000000143a390c8
"orientation",0x0000000142c1ef7c,
"rWwiseBankList",0x0000000142eac5f8,0x000000014482abe0
"cEmAngryParam",0x0000000142b145d0,0x0000000143a35760
"cShakeRotationParam",0x0000000142b12a50,0x0000000143a34bf8
"rWeaponData",0x0000000142daa7d8,0x0000000143b2c560
"nActOtomo::FollowStopBack",0x0000000142d10568,0x0000000143b021a0
"nDraw::ShaderResource",0x0000000142eb8d98,0x000000014482c780
"nEmAction::MultiIdleMotManager::SingleData",0x0000000142c6e428,0x0000000143adf6e8
"nEmAI::HoldEmBehavior",0x0000000142b39cf0,0x0000000143a3c328
"nHmAction::cActIdleWpOff",0x0000000142d47df0,0x0000000143b0fa30
"rPlayerSkillParam",0x0000000142bf5478,0x0000000143a8d4d0
"cPacketOtomoCreateOtasuke",0x0000000142bec5c8,0x0000000143a8a0f8
"cpOtomoCombineArmorCtrl::cWwise",0x0000000142c66e80,0x0000000143a97428
"nEmDtTune::cStaminaData",0x0000000142d26e38,0x0000000143b07850
"rSupplyData",0x0000000142bf6878,0x0000000143a8d7e0
"nEm::cSubLayerMotionUse::Setting",0x0000000142c70990,0x0000000143adff78
"rMotionFilterRev::cElementTable",0x0000000142da4458,0x0000000143b2aad8
"nNpcAction::cActRideEscape",0x0000000142d84220,0x0000000143b224b8
"nPlTransition::cSlingerMushiAmiMode",0x0000000142d89930,0x0000000143b23058
"rCameraList",0x0000000142e97fb0,0x0000000144826270
"nSteamClan::Officer",0x0000000142e5bc28,0x0000000143b46268
"nPlTransition::cFishingHitLoopResult",0x0000000142d8a8d0,0x0000000143b23aa0
"cFSMPlBase",0x0000000142b27170,0x0000000143a3a9f0
"cpStageEffectCtrl",0x0000000142b60868,0x0000000143a48328
"cZoneContentsLight",0x0000000142c6ddb8,0x0000000143adf4d8
"rGUIIconInfo",0x0000000142eb2610,0x000000014482ba00
"nTimelineParam::EffectBank",0x0000000142ea0848,0x0000000144827ea0
"sTicketManager",0x0000000142dbc870,0x0000000143b31528
"AngularDampingModifier",0x0000000142efff10,0x0000000144836e70
"nPlTransition::cSlingerShoot",0x0000000142d8aab8,0x0000000143b22fb0
"nHmAction::cActFishingLoopInvite",0x0000000142d329d8,0x0000000143b0ec28
"uLlkScheduler",0x0000000142e30780,0x0000000143b425b8
"cPacketQuestLotExtraEnemy",0x0000000142d97a10,0x0000000143b27c20
"nActOtomo::QuestFailed",0x0000000142d12540,0x0000000143b03f60
"rEquipVisualHelm",0x0000000142bf2108,0x0000000143a8c778
"cStoryOtomoTalkXML",0x0000000142b614c8,0x0000000143a488a0
"rJointOrder",0x0000000142eb4e68,0x000000014482c0b0
"nWwiseGenerator::cWwiseEventContents",0x0000000142e592c0,0x0000000143b45ba0
"uMhScheduler",0x0000000142e34df8,0x0000000143b42e98
"nHmAction::cActDrunkWalkEnd",0x0000000142d33898,0x0000000143b0f478
"rZone::cGroupManager",0x0000000142e948a8,0x0000000144825678
"cShellParamList",0x0000000142da7400,0x0000000143b2b8d8
"nPl::cSkillBattoPowerParam",0x0000000142d98310,0x0000000143b28080
"uOtomoAccessory",0x0000000142e405b8,0x0000000143b435a8
"cPacketEmDmgPaint",0x0000000142beb5a0,0x0000000143a89918
"nHmTransition::cCreepMove",0x0000000142d4d580,0x0000000143b11ca8
"MtFileManager",0x0000000142e80068,0x0000000143b54488
"uWwiseControlTargetUnit",0x0000000142e58a80,0x0000000143b45ac0
"rNpcLookAtList",0x0000000142da4748,0x0000000143b2abb8
"uGUITitleDataSelectBack",0x0000000142e263a8,0x0000000143b41db8
"nAI::EnumObject",0x0000000142ef3128,0x0000000144833150
"cPacketOtomoBase",0x0000000142d96858,0x0000000143b27360
"cLeverRotationParam",0x0000000142b127b8,0x0000000143a34ae0
"nAISubsystem::cAIBehaviorSequenceInfoParams",0x0000000142eaac10,0x000000014482a4e8
"nHmAction::cActDamageEarEnd",0x0000000142d35c48,0x0000000143b0c298
"uGUIEquipArmorUpgrade",0x0000000142e0c7f8,0x0000000143b40788
"nOtomo::MemberSetInfo",0x0000000142d95bb8,0x0000000143b26e58
"rNpcTalkMotionPack",0x0000000142da4a00,0x0000000143b2ac98
"nEmDtTune::cDyingRate",0x0000000142d26c48,0x0000000143b08570
"uCnsTrain",0x0000000142dd5230,0x0000000143b338d8
"nHmTransition::cOneFrameFail",0x0000000142d4c538,0x0000000143b10bd0
"cPacketPlKitchenEffectClear",0x0000000142bee398,0x0000000143a8af30
"nEmAI::LeadLostBehavior",0x0000000142c6fb78,0x0000000143adfcd0
"uGUIDLCMenu",0x0000000142c171f8,0x0000000143a92250
"uLlkPointLight",0x0000000142e305d8,0x0000000143b42578
"nPlTransition::cSlingerAimPose",0x0000000142d896b0,0x0000000143b23020
"nHmAction::cActAsUDodge",0x0000000142d34660,0x0000000143b0eaa0
"sWwiseDriver::WwiseBankInfo",0x0000000142ea9650,0x0000000144829c90
"cPlFilterEventController",0x0000000142c63ec0,0x0000000143a96d28
"nHmAction::cActTimerSingleMotion",0x0000000142d47e70,0x0000000143b0f6e8
"uTentOutCamera",0x0000000142e52bc8,0x0000000143b452f0
"nEffect::EmitterBoundary",0x0000000142efa428,0x0000000144834e98
"uGUIMaka",0x0000000142c29280,0x0000000143a92fe8
"cViewParam",0x0000000142b12770,0x0000000143a34a38
"nActEmCommon::DieFly",0x0000000142cf4b68,0x0000000143afb0f0
"cLeadersMissionSpecialSave",0x0000000142b20360,0x0000000143a38760
"cWwiseRequest",0x0000000142ef58c0,0x00000001448338d8
"cGUIPlBowgunBulletDetail",0x0000000142b1e1e0,0x0000000143a37d98
"cPlayerCommandBase",0x0000000142c3d570,0x0000000143a953a0
"nNpc::KeyTalkParam",0x0000000142d7ff58,0x0000000143b20a00
"nActOtomo::FrontStep",0x0000000142d12488,0x0000000143b02de0
"cpGUIRadarBeacon",0x0000000142c3cb40,0x0000000143a95018
"nHmAction::cActMoveWpOff",0x0000000142d47e88,0x0000000143b0fa68
"cGUIHudBowControl::cBottleControl",0x0000000142b328d0,0x0000000143a3b0e0
"nHmAction::cActWallSlidingFallToWpOnLink",0x0000000142d34728,0x0000000143b0b348
"nHmAction::cActTorrentToFull",0x0000000142d32c28,0x0000000143b0db88
"nHmAction::cActWallRunClimb",0x0000000142d349e0,0x0000000143b0af58
"nCollider::Object",0x0000000142c3a7c8,0x0000000143a94640
"rCameraOffset",0x0000000142d9b210,0x0000000143b28948
"nDraw::SamplerState",0x0000000142ef25d8,0x0000000144832fc8
"nHmAction::cActUseItemToishi",0x0000000142d32520,0x0000000143b0dd80
"rNpcWaitMotionPackList",0x0000000142da4fd0,0x0000000143b2aec8
"rShopListSale",0x0000000142da7818,0x0000000143b2b9f0
"nHmAction::cActGlider",0x0000000142d33b10,0x0000000143b0bd90
"cSAxeBottleDataXML",0x0000000142b60e78,0x0000000143a48590
"nActEmCommon::CircleRun",0x0000000142cf60c0,0x0000000143afb898
"cpAdjustClimb",0x0000000142c3b330,0x0000000143a949c0
"rWwiseContainer",0x0000000142e92838,0x0000000144824f80
"nHmTransition::cSlopeDownLever",0x0000000142d4db50,0x0000000143b118b8
"cGUIPlWeaponMain",0x0000000142b38258,0x0000000143a3bcc0
"nActEmCommon::RideRage",0x0000000142cf6440,0x0000000143afafa0
"cOtomoLevelTableXML",0x0000000142c3ac48,0x0000000143a947c8
"cZoneLayout",0x0000000142ea7cd8,0x00000001448294a8
"cPacketSysSessionInfoRequest",0x0000000142d97ef8,0x0000000143b27e88
"cpAnimationTree",0x0000000142e91c18,0x0000000144824c98
"nWwiseZoneBase::cWwiseZoneContents",0x0000000142e5a368,0x0000000143b45f58
"cStoryNoSoundParam",0x0000000142b613c8,0x0000000143a487f8
"nAnimation::Tree::AdderNode",0x0000000142eecef8,0x0000000144830880
"nPlCamAct::cRideContinue",0x0000000142c5ffe8,0x0000000143a957a0
"nNpcAction::cActGroupTalk",0x0000000142d83250,0x0000000143b221a8
"nEffect::nTimelineParam::Item",0x0000000142e9fa50,0x00000001448279c0
"cConstantSpeedValue",0x0000000142b13058,0x0000000143a34df0
"rJointRotation",0x0000000142da2828,0x0000000143b2a5c8
"nActOtomo::WalkToHidePoint",0x0000000142d107f8,0x0000000143b02a60
"nAI::EnumProp",0x0000000142ef3150,0x0000000144833188
"nEffect::ExternLife",0x0000000142eacb80,0x000000014482ada8
"uGUIEquipMySet",0x0000000142e0ea60,0x0000000143b40830
"nHmTransition::cRopeRecoveryToTarzan",0x0000000142d4d850,0x0000000143b11f10
"nHmTransition::cOnceSuccess",0x0000000142d4c250,0x0000000143b10b98
"sSetObject::ResHolder",0x0000000142dbc5b0,0x0000000143b31230
"nHmAction::cActCannonReload",0x0000000142d33ad0,0x0000000143b0e448
"nActOtomo::ShieldIdle",0x0000000142d106d8,0x0000000143b04270
"uAnimalInstance",0x0000000142dd0f60,0x0000000143b33060
"cBlinkPartsData",0x0000000142c67e90,0x0000000143a97890
"cpJointEffect",0x0000000142c3d080,0x0000000143a95218
"cWhistleData",0x0000000142c6c980,0x0000000143adec18
"nAnimation::Tree::SyncBlendNode",0x0000000142eecf88,0x00000001448308f0
"nHmTransition::cCancelMove",0x0000000142d4c508,0x0000000143b11030
"cJointTwist",0x0000000142da1dc8,0x0000000143b2a360
"rEmAirIvyTrapParam",0x0000000142d9d200,0x0000000143b29128
"rLeadersMissionSpecial",0x0000000142bf36c0,0x0000000143a8ccf0
"cFSMList",0x0000000142da07b8,0x0000000143b29c90
"nEmDtTune::cCaptureData",0x0000000142d279b0,0x0000000143b07930
"nEmDtTune::cEmRideParts",0x0000000142d27ca0,0x0000000143b07c08
"nHmAction::cActStepM",0x0000000142d31ff0,0x0000000143b0aac0
"nEmDtTune::cEmRepopData::Action",0x0000000142d26a78,0x0000000143b07ea8
"rButtonGuideData",0x0000000142d9ad50,0x0000000143b287f8
"rEmDropPop",0x0000000142bf1800,0x0000000143a8c510
"nActGmFishBase::FishiedCaught",0x0000000142d0f520,0x0000000143b01670
"nEmRide::RideManager",0x0000000142d2b2e0,0x0000000143b09378
"TemporalAA",0x0000000142d2bfc0,0x0000000143b09680
"uGmPlLever",0x0000000142c121e0,0x0000000143a91ce0
"nPlCamAct::cFastTravelGo",0x0000000142c61168,0x0000000143a96178
"cAITask",0x0000000142eef650,0x00000001448325a0
"nHmAction::cActClimbPoleStart",0x0000000142d349f8,0x0000000143b0b9d8
"cPacketGmBreakCheckAnswer",0x0000000142bec2f8,0x0000000143a89fa8
"cGuildcardLightingDataXML",0x0000000142b1c1a8,0x0000000143a37938
"nActOtomo::SlingerBombShot",0x0000000142d101a0,0x0000000143b03518
"nQuestFSM::NpcActionPosDistSet",0x0000000142d8f168,0x0000000143b251d0
"cGUIHudWhistleControl",0x0000000142b1b768,0x0000000143a377b0
"nHmAction::cActWallTraceGetS",0x0000000142d34068,0x0000000143b0b770
"nWwiseGenerator::cWwiseActionEventLoopContents",0x0000000142e593e8,0x0000000143b45c48
"nQuestFSM::ForceRadarStateFind",0x0000000142d8e6a0,0x0000000143b25c50
"uShellEmMudCheck",0x0000000142e4a370,0x0000000143b44548
"nNpcAction::cActWalkTurn",0x0000000142d83828,0x0000000143b20d18
"nHmAction::cActWallTraceGetL",0x0000000142d349a8,0x0000000143b0b7a8
"cPacketQuestSubTargetClear",0x0000000142d97af8,0x0000000143b27c90
"cZoneContentsCharacter",0x0000000142c6d788,0x0000000143adf2e0
"cGUIHudCAxeControl",0x0000000142b1b118,0x0000000143a376d0
"nEffect::ExternSpawn",0x0000000142eac828,0x000000014482b048
"uOutlineFilter",0x0000000142e959a0,0x0000000144825bd8
"cpAnimationTree::MotionTable::INFO",0x0000000142e91ba0,0x0000000144824d08
"nPlTransition::cBallistaEnd",0x0000000142d8a168,0x0000000143b239f8
"cDecoLot",0x0000000142b133a8,0x0000000143a35060
"sWwiseDriver::GameObjectIdInfo",0x0000000142ea9638,0x0000000144829c58
"rEmStamina",0x0000000142d9ef68,0x0000000143b29940
"nQuestFSM::TopMenuType",0x0000000142d8f9f8,0x0000000143b25588
"nHmTransition::cStunRequest",0x0000000142d4c710,0x0000000143b11ff0
"nHmAction::cActRideStartBase",0x0000000142d32b10,0x0000000143b0d108
"cSRecByte",0x0000000142c6ac18,0x0000000143a98400
"nActOtomo::SniffIdle",0x0000000142d118d8,0x0000000143b01c28
"cSRecPlGamePhase",0x0000000142bf8120,0x0000000143a8df00
"nHmAction::cActCampFoodStandupChair",0x0000000142bdb700,0x0000000143a85038
"nActOtomo::CautionIdle",0x0000000142d12af8,0x0000000143b029b8
"MassModifier::Container",0x0000000142effe48,0x0000000144837148
"nAISubsystem::FOVMemoryData",0x0000000142e9bc20,0x0000000144826ff8
"nHmAction::cActSGuardReaction",0x0000000142d339e8,0x0000000143b0cca8
"cAttackParamPl",0x0000000142b11e00,0x0000000143a345d0
"cStaffRollData",0x0000000142b61218,0x0000000143a48718
"nEmFSM::ControlType",0x0000000142d29e80,0x0000000143b090d0
"cPlayerCommandController",0x0000000142c3d6c8,0x0000000143a954b8
"uAIEm",0x0000000142dbf280,0x0000000143b31b08
"rLeadersMission",0x0000000142bf3600,0x0000000143a8ccb8
"nMhGUI::TreeElement",0x0000000142d7e648,0x0000000143b205c8
"nHmAction::cActCampFoodEatSuccess",0x0000000142bdb758,0x0000000143a85070
"nHmTransition::cIdleTurn",0x0000000142d4cb28,0x0000000143b110a0
"nEffect::TexturePath",0x0000000142efac58,0x0000000144834fe8
"uGUIHudGauge::cStaminaControl",0x0000000142e11b68,0x0000000143b40bd0
"rSkillGemParam",0x0000000142bf6490,0x0000000143a8d6c8
"cAISubsystemComponentControllerSelectOne",0x0000000142eaa4d8,0x000000014482a1f8
"uGUISignboard",0x0000000142e20690,0x0000000143b41a60
"cZoneLayout::cDynamicBVHMaster",0x0000000142ea7d00,0x0000000144829438
"rDLCPackageData",0x0000000142bf1410,0x0000000143a8c3f8
"nHmTransition::cPopCampElement",0x0000000142bdc4b0,0x0000000143a854a8
"uAOTest",0x0000000142e5b1a0,0x0000000143b460b0
"cEmIntervalPacketCondition",0x0000000142b21bf8,0x0000000143a39330
"nActEmCommon::DamageSleep",0x0000000142cf4ef0,0x0000000143afaad0
"nHmAction::cActMyHouseBedEnd",0x0000000142bdbf08,0x0000000143a852a8
"cGUIPlBowBottle",0x0000000142b37218,0x0000000143a3ba58
"cPacketOtomoAction",0x0000000142d967d0,0x0000000143b27328
"nActPugee::TimeActionBase",0x0000000142b590e0,0x0000000143a47848
"uHuman",0x0000000142e2e720,0x0000000143b42260
"cMeetingCtrl",0x0000000142bf3f88,0x0000000143a8d038
"nHmTransition::cWpCmnCmdLeverBase",0x0000000142bdebd0,0x0000000143a85868
"nHmTransition::cLandEgg",0x0000000142d4d838,0x0000000143b11848
"uGUILeadersDelivery",0x0000000142c264a0,0x0000000143a92d00
"cOtomoShieldActTbl",0x0000000142b21388,0x0000000143a38fb0
"nNpcAction::cActTraceToRun",0x0000000142d84138,0x0000000143b21878
"PlayerEquipList",0x0000000142e23310,0x0000000143b41bf0
"nEmDtTune::cRelationPriority::cCategory",0x0000000142d26b88,0x0000000143b08420
"sLightLinker::Shape",0x0000000142db1738,0x0000000143b2dbe8
"cPacketQuestArenaEquip",0x0000000142bee988,0x0000000143a8b208
"uGUIGuildCardList",0x0000000142c1e058,0x0000000143a926f8
"nHmTransition::cWallClimbTop",0x0000000142d4d968,0x0000000143b11650
"ObjectData",0x0000000142d78ce0,0x0000000143b1fdd0
"cInputButtonCtrlMouseOverEvent",0x0000000142b1fe30,0x0000000143a38560
"cItemLotteryXML",0x0000000142c388d0,0x0000000143a93ac0
"sPad",0x0000000142e84ff8,0x0000000144823a98
"nActEmCommon::VerticalKickFlyBase",0x0000000142cf64f0,0x0000000143afba90
"nQuestFSM::MotionSet",0x0000000142d8f0e0,0x0000000143b246a8
"rWwiseGameParameter",0x0000000142eed618,0x0000000144830a78
"cDecoGradeLotXML",0x0000000142b13318,0x0000000143a35028
"sFacility",0x0000000142bf7b30,0x0000000143a8dcd0
"uCnsIK::uCnsJoint",0x0000000142ea7160,0x0000000144829320
"nHmAction::cActDiveSinus",0x0000000142d36b00,0x0000000143b0d6b8
